web-scraper-order,web-scraper-start-url,authors,title,conference,citations,year
"1665549335-13621","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","K Deming, E Lank","Mode selection techniques for pen input systems","San Francisco State University Computer Science Technical Report# TR05 1, 2005","2","2005"
"1665549335-13622","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","JD Roberts, I Yoon, S Yoon, E Lank","An interface mark-up language for web3D.","IASTED Conf. on Software Engineering and Applications, 518-522, 2004","2","2004"
"1665549335-13623","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, A Ichnowski, S Khatri","Zero knowledge access to a smart classroom environment","Proceedings of the Workshop on Ubiquitous Display Environments, 2004","2","2004"
"1665549335-13624","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, R Augustine, S Chen, H Kane, S Ngo, J Tutt","Controlling Your Environment Through Sketching","ADJUNCT PROCEEDINGS, 11, 2002","2","2002"
"1665549335-13625","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","EH Lank","A Retargetable Framework for Interactive Diagram Recognition. 2003","In Proceedings of ICDAR'03, 0","2",""
"1665549335-13626","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","H Rateau, Y Rekik, E Lank, K Katsuragawa","EdgeMark Menu: A 1D Menu for Curved Edge Display Smartphones","Proceedings of the 23rd International Conference on Mobile Human-Computer …, 2021","1","2021"
"1665549335-13627","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","F Zhang, S Mizobuchi, W Zhou, TA Khan, W Li, E Lank","Leveraging CD Gain for Precise Barehand Video Timeline Browsing on Smart Displays","IFIP Conference on Human-Computer Interaction, 72-91, 2021","1","2021"
"1665549335-13628","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","B Sarrafzadeh, A Roegiest, E Lank","Hierarchical knowledge graphs: A novel information representation for exploratory search tasks","arXiv preprint arXiv:2005.01716, 2020","1","2020"
"1665549335-13629","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","D Masson, S Malacria, E Lank, G Casiez","Bringing Interactivity to Research Papers and Presentations with Chameleon","Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing …, 2020","1","2020"
"1665549335-13630","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","T Han, J Liu, K Hasan, M Fan, J Kim, J Li, X Fan, F Tian, E Lank, P Irani","PinchList: Leveraging Pinch Gestures for Hierarchical List Navigation on Smartphones","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems …, 2019","1","2019"
"1665549335-13631","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","QF Liu, K Katsuragawa, E Lank","Eliciting Wrist and Finger Gestures to Guide Recognizer Design","Graphics Interface 2019, 2019","1","2019"
"1665549335-13632","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Ruiz, E Lank","Analyzing intended use effects in target acquisition","Proceedings of the 2014 International Working Conference on Advanced Visual …, 2014","1","2014"
"1665549335-13633","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","L Chinaei, E Lank","A study on the use of clickers in classroom","Under review, 2012","1","2012"
"1665549335-13634","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","T Hammond, E Lank, A Adler","SkCHI: Designing sketch recognition interfaces","CHI'10 Extended Abstracts on Human Factors in Computing Systems, 4501-4504, 2010","1","2010"
"1665549335-13635","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","A Bunt, E Lank, M Terry","Understanding the role of computers in mathematical problem solving","Mathematical User-Interfaces Workshop, 2009","1","2009"
"1665549335-13636","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Roberts, J Ruiz, E Lank","Making Favorites Useful","Proc. Of Human-Computer Interaction, 2005","1","2005"
"1665549335-13637","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","K Deming, E Lank","Managing Ambiguity in Mode Inferencing.","AAAI Technical Report (6), 49-54, 2004","1","2004"
"1665549335-13638","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Roberts, E Lank, J Gemmell","Histogram-Based Visualizations FOR Large Time Dependent Datasets","Proceedings ofHCI, 7-10, 2004","1","2004"
"1665549335-13639","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank","Designing a perceptive smart room interface","Workshop on Collaboration with Interactive Walls and Tables, held in …, 2002","1","2002"
"1665549335-13640","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","RR Wehbe, C Whaley, Y Eskandari, A Suarez, LE Nacke, J Hammer, ...","Designing a Serious Game (Above Water) for Stigma Reduction Surrounding Mental Health: Semistructured Interview Study With Expert Participants","JMIR Serious Games 10 (2), e21376, 2022","","2022"
"1665549335-13641","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Henderson, TR Jonker, E Lank, D Wigdor, B Lafreniere","Investigating Cross-Modal Approaches for Evaluating Error Acceptability of a Recognition-Based Input Technique","Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous …, 2022","","2022"
"1665549335-13642","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","F Zhang, S Mizobuchi, W Zhou, E Lank","Analyzing Midair Object Pointing Mappings for Smart Display Input","Proceedings of the ACM on Human-Computer Interaction 5 (ISS), 1-18, 2021","","2021"
"1665549335-13643","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","Y Rekik, E Lank, A Guettaf, L Grisoni","Multi-channel Tactile Feedback Based on User Finger Speed","Proceedings of the ACM on Human-Computer Interaction 5 (ISS), 1-17, 2021","","2021"
"1665549335-13644","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","Y Chen, J Sun, Q Xu, E Lank, P Irani, W Li","Global Scene Filtering, Exploration, and Pointing in Occluded Virtual Space","IFIP Conference on Human-Computer Interaction, 156-176, 2021","","2021"
"1665549335-13645","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Henderson, J Ceha, E Lank","STAT: Subtle Typing Around the Thigh for Head-Mounted Displays","22nd International Conference on Human-Computer Interaction with Mobile …, 2020","","2020"
"1665549335-13646","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Avery, D Vogel, E Lank, D Masson, H Rateau","Détection de la manualité via les capteurs d'orientation du smartphone lors de la prise en main","IHM 2019-Actes de la 31e Conference Francophone sur l'Interaction Homme …, 2019","","2019"
"1665549335-13647","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, PD Meyer, D Masson, H Rateau","Measuring the effect of public vs private context on the kinematics of smartphone motion gestures","Proceedings of the 31st Conference on l'Interaction Homme-Machine, 1-6, 2019","","2019"
"1665549335-13648","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","RR Wehbe, K Bornemann, B Hatscher, J Tu, LF Cormier, C Hansen, ...","Crushed it! Interactive Floor Demonstration","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing …, 2019","","2019"
"1665549335-13649","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","R Wehbe, G Riberio, KP Fung, LE Nacke, E Lank","Biologically-Inspired Gameplay: Movement Algorithms for Artificially Intelligent (AI) Non-Player Characters (NPC)","Graphics Interface 2019, 2019","","2019"
"1665549335-13650","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","M Melibari, P Poupart, E Lank","Dynamic Sum-Product Networks","","","2013"
"1665549335-13651","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","A Azad, J Ruiz, M Hancock, E Lank","Group Behaviours around Public Displays","","","2011"
"1665549335-13652","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","D Tausky, E Lank, R Mann, G Labahn","Analyzing sketch content using in-air packet information","Proceedings of the 16th international conference on Intelligent user …, 2011","","2011"
"1665549335-13653","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","YL Chang, N Zhang, E Lank","Perception and Decision Making on Electronic Tax Software for the Younger Population","ECEG2010-Proceedings of the 10th European Conference on E-Government …, 2010","","2010"
"1665549335-13654","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, R Stedman, M Terry","Estimating residual error rate in recognized handwritten documents using artificial error injection","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems, 1-4, 2010","","2010"
"1665549335-13655","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","S Nadi, E Lank, M Terry","Welcome to the Club: Females’ Perspective on Gaming using the Nintendo DS","","","2009"
"1665549335-13656","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","CG Healey, E Lank, DR Cheriton","A message from the program co-chairs","Proceedings-Graphics Interface, vii, 2007","","2007"
"1665549335-13657","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","H Bai, G Buckley, M Howard, E Lank","Tracking Observations: Using Handhelds and Computers for Classroom Observation Logging","First International Conference on the Digital Society (ICDS'07), 34-34, 2007","","2007"
"1665549335-13658","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, K Withee, K Pan","From Prototype to Deployment: The Challenges in Developing Real World Applications for Mobile Fieldworkers","Human-Computer Interaction: IASTED International Conference Proceedings, 2005","","2005"
"1665549335-13659","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Roberts, E Lank, J Gemmell","Visualizations for Browsing in Large Data Sets","Human-Computer Interaction: IASTED International Conference Proceedings, 2005","","2005"
"1665549335-13660","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, A Ichnowski, S Khatri","Accessing services: dumb clients in a smart classroom","CHI'04 Extended Abstracts on Human Factors in Computing Systems, 1533-1533, 2004","","2004"
"1665549335-13661","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, D Petkovic, FA Ramirez-Weber, J Hafernik, J Hsieh, J Maag, ...","BioMedia: multimedia information systems for biology research, education, and collaboration","Storage and Retrieval Methods and Applications for Multimedia 2004 5307, 351-359, 2003","","2003"
"1665549335-13662","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","Y Sun, E Lank, M Terry","Label-and-Learn","","",""
"1665549335-13663","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","M Nancel, D Vogel, E Lank","HAL Id: hal-01523428 https://hal. inria. fr/hal-01523428","","",""
"1665549335-13664","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank","Session details: Papers: flexible displays","","",""
"1665549335-13665","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","AC Williams, G Mark, K Milland, E Lank, E Law","The Perpetual Work Life of Crowdworkers","","",""
"1665549335-13666","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","S Malacria, G Casiez, E Lank","Making Interfaces Re-appearing in Ubiquitous Environments","","",""
"1665549335-13667","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","A Kuzminykh, J Wallace, R Zanibbi, S Scott, E Lank","How Changing Communication Channels Affect Communication Patterns: Implications for the Design of Smart Objects","","",""
"1665549335-13668","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","J Ruiz, E Lank","EXPECT-K: Expanding Predictive Endpoint Cued Tablet Keyboard","","",""
"1665549335-13669","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","S MacLean, G Labahn, E Lank, M Marzouk, D Tausky","Toward math-literate computers","","",""
"1665549335-13670","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank","Fluid Sketching on a Pocket PC","","",""
"1665549335-13671","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","A Bunt, M Terry, E Lank","The Use of Computational Tools within Mathematical Work Practices","","",""
"1665549335-13672","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank, JS Thorley, SJS Chen","An Interactive System for Recognizing Hand Drawn UML","","",""
"1665549335-13673","https://scholar.google.com/citations?user=e7P8IwgAAAAJ&hl=en&oi=ao","E Lank","The Diagram Recognition Process","","",""
"1665549346-13674","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","S Li, X Jin, Y Xuan, X Zhou, W Chen, YX Wang, X Yan","Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting","NeurIPS 2019, 2019","430","2019"
"1665549346-13675","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","X Wang, W Chen, J Wu, YF Wang, WY Wang","Video captioning via hierarchical reinforcement learning","Proceedings of the IEEE conference on computer vision and pattern …, 2018","226","2018"
"1665549346-13676","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","W Chen, H Wang, J Chen, Y Zhang, H Wang, S Li, X Zhou, WY Wang","TabFact: A Large-scale Dataset for Table-based Fact Verification","ICLR 2020, 2020","162","2020"
"1665549346-13677","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","X Wang*, W Chen*, YF Wang, WY Wang","No metrics are perfect: Adversarial reward learning for visual storytelling","ACL 2018, 2018","134","2018"
"1665549346-13678","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","W Chen, E Matusov, S Khadivi, JT Peter","Guided alignment training for topic-aware neural machine translation","AMTA 2016, 2016","105","2016"
"1665549346-13679","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","W Chen, H Zha, Z Chen, W Xiong, H Wang, W Wang","HybridQA: A Dataset of Multi-Hop Question Answering over Tabular and Textual Data","Proceedings of EMNLP 2020, 2020","103","2020"
"1665549346-13680","https://scholar.google.com/citations?user=U8ShbhUAAAAJ&hl=en&oi=ao","W Chen, W Xiong, X Yan, W Wang","Variational knowledge graph reasoning","NAACL 2018, 2018","102","2018"
